Country Name,Country Code,Series Name,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Australia,AUS,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,162.8983843,178.7263134,200.2885825,181.8145129,176.8117884,164.9852955,148.1965091,147.9984555,172.659547,..
Australia,AUS,Net migration,SM.POP.NETM,..,..,..,913107,..,..,..,..,849966,..
Australia,AUS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1334648953,1864472761,2449287569,2405316867,2389397584,2292096914,2173205676,2055378172,2001928453,..
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,2.823594496,2.867858584,2.90798641,2.95920037,3.010573526,3.055814795,3.100112596,3.144935531,3.198361419,..
Australia,AUS,Population growth (annual %),SP.POP.GROW,2.06104513,1.555489589,1.389527316,1.745820001,1.72115144,1.491566489,1.439216653,1.561940498,1.684523108,..
Australia,AUS,"Population, total",SP.POP.TOTL,21691700,22031750,22340024,22733465,23128129,23475686,23815995,24190907,24601860,..
Australia,AUS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,0.5,..,..,..,0.7,..,..,..,..
Australia,AUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
Australia,AUS,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,24.50476913,23.33953516,22.71748576,23.56493854,24.47052642,24.44265361,24.50925248,24.84863859,24.77221489,..
Australia,AUS,"School enrollment, primary (% gross)",SE.PRM.ENRR,105.4492569,105.8841095,106.0767288,106.4743195,106.5601883,106.0700378,102.2231903,101.3403015,100.9330826,..
Australia,AUS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,..,..,..,0.925260007,0.924979985,0.937179983,..
Australia,AUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,158.1471863,153.8482666,150.9893036,..
Australia,AUS,Statistical Capacity score (Overall average),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Surface area (sq. km),AG.SRF.TOTL.K2,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220
Australia,AUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,22.09326537,20.56541596,20.36926388,21.23623731,22.05964996,22.027653,22.04280981,22.28929311,22.21317996,..
Australia,AUS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,..,28.59184172,29.70879373,..
Australia,AUS,Time required to start a business (days),IC.REG.DURS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Australia,AUS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Urban population growth (annual %),SP.URB.GROW,2.202217639,1.695285378,1.527957416,1.865330137,1.838175799,1.608455102,1.554800599,1.677390128,1.805663698,..
France,FRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,9.7924,9.6746,9.5568,9.439,9.2798,9.1206,8.9614,8.8022,8.643,..
France,FRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.323161997,1.604028289,1.650287193,1.631795037,1.458632177,1.55635616,1.605644387,1.450393257,1.509618385,..
France,FRA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,14.905,..,14.905,..,..,..,..
France,FRA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,97.9,97.5,96.2,97.1,98.3,98.3,97.7,97.4,..,..
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.438356727,5.428980862,5.077911491,5.075063887,5.062174035,4.573182147,..,..,..,..
France,FRA,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,..,78.4,78.4,..,..,..,..,..,..,..
France,FRA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,140.5700307,143.8481343,145.8791402,147.6736927,143.813566,146.7735776,147.4144754,155.2004247,157.6715153,..
France,FRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,7338.041898,7734.726783,7232.980234,7363.426038,7367.846559,6939.522311,..,..,..,..
France,FRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3913.457397,4016.847947,3847.073024,3836.65776,3833.535711,3658.865709,3689.517767,..,..,..
France,FRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,24.83554721,26.78829984,28.42133748,29.20302719,29.36473787,29.6666845,30.59262238,30.15546306,30.8816798,..
France,FRA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
France,FRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2,2.03,2.01,2.01,1.99,2.01,1.96,1.92,1.92,..
France,FRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,18380195793,38899924638,44191741840,32950453828,31589259642,5809580555,42803255076,45349681278,47335618619,..
France,FRA,Forest area (sq. km),AG.LND.FRST.K2,163114.0039,164240,165370,166500,167630,168760,169890,171020,..,..
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2.69022E+12,2.64261E+12,2.86141E+12,2.68383E+12,2.81108E+12,2.85217E+12,2.43821E+12,2.46513E+12,2.5825E+12,..
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.941341058,1.965657376,2.192700651,0.313134744,0.576326679,0.956183042,1.112912342,1.171050152,2.161158086,..
France,FRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,43740,43840,44350,43380,43780,43320,41080,38980,38160,..
France,FRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,35350,36730,38440,38500,40410,41010,41720,42840,45120,..
France,FRA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2.83035E+12,2.85084E+12,2.89823E+12,2.84855E+12,2.88948E+12,2.87258E+12,2.73546E+12,2.60637E+12,2.56086E+12,..
France,FRA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2.28752E+12,2.38853E+12,2.51152E+12,2.5281E+12,2.66695E+12,2.71973E+12,2.77795E+12,2.86412E+12,3.02805E+12,..
France,FRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,21.33315982,21.9462945,23.22090937,22.62663227,22.28719307,22.70983107,22.71232406,22.68577849,23.45930214,..
France,FRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,22.64070501,24.91527927,23.7146292,25.3667828,25.89666503,26.09278566,26.84724696,26.66937935,23.54504129,..
France,FRA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,89,89,89,91,90,91,91,90,90,..
France,FRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,25.62690364,28.07949124,30.36923895,30.49903198,30.39931721,30.81211202,31.15907156,30.97343227,31.98435226,..
France,FRA,Income share held by lowest 20%,SI.DST.FRST.20,7.7,7.7,7.8,7.9,8,8,7.9,..,..,..
France,FRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,18.30484264,17.84573563,17.97816621,17.86855062,17.97180129,17.74593967,17.67969171,17.56387959,17.36161504,..
France,FRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,0.136762954,1.053620244,0.947960207,1.161825038,0.778100527,0.576944243,1.138248784,0.197432994,0.657702789,..
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.41463415,81.66341463,82.11463415,81.96829268,82.2195122,82.67073171,82.32195122,82.52439024,82.52439024,..
France,FRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,38.86869084,42.9437956,46.00885946,46.3190988,44.9091141,44.16377258,44.17270982,43.35811172,44.67907835,..
France,FRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.483010721,2.334172804,2.256658139,2.238935776,2.222426033,2.232599137,2.274223958,2.327021877,2.255228621,..
France,FRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,92.39159417,91.68330775,94.43104231,97.83174772,99.06771312,101.9229627,103.4500397,104.4040167,106.2134196,..
France,FRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.3,4.2,4.2,4.1,4.1,4.1,4.2,4.2,4.2,..
France,FRA,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,95.84041027,92.73782465,89.75973306,89.05922428,88.75664679,88.80663013,91.1268498,90.86378764,89.14165808,..
France,FRA,Net migration,SM.POP.NETM,..,..,..,361722,..,..,..,..,400002,..
France,FRA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
France,FRA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,19649124830,19903168862,22927275764,22674444518,24412988733,25351157146,24058346807,24054701190,24885137940,..
France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,118.1740804,118.75934,119.335112,119.9140728,120.5329508,121.1126749,121.6190587,122.1055871,122.5543897,..
France,FRA,Population growth (annual %),SP.POP.GROW,0.514487919,0.49402977,0.483651043,0.483982312,0.514774025,0.479814388,0.41723803,0.399244807,0.366879051,..
France,FRA,"Population, total",SP.POP.TOTL,64707044,65027507,65342775,65659789,65998660,66316092,66593366,66859768,67105513,..
France,FRA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0,0,0,0,0,0,0,..,..,..
France,FRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
France,FRA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,..
France,FRA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
France,FRA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
France,FRA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,41.42113651,42.89629172,42.59867886,43.44444333,44.44265486,44.56915058,44.28747398,44.19586928,44.79136713,..
France,FRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,103.0411377,102.7615128,102.6911011,102.5231628,102.2764435,102.1013794,101.9744873,101.9871902,..,..
France,FRA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.998329997,1.00079,1.003250003,1.00304997,1.005679965,1.007339954,1.003569961,1.002249956,..,..
France,FRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,106.2392273,106.424942,106.6106415,105.8135834,104.3766022,104.1199493,103.4167709,103.0952225,..,..
France,FRA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..
France,FRA,Surface area (sq. km),AG.SRF.TOTL.K2,549086.9922,549086.9922,549086.9922,549086.9922,549086.9922,549086.9922,549086.9922,549086.9922,549086.9922,549086.9922
France,FRA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,20.83089327,22.08943166,21.95942516,22.68250157,23.36867422,23.31789754,23.36046782,23.26274092,23.84098302,..
France,FRA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,..,26.08071835,33.20749968,..
France,FRA,Time required to start a business (days),IC.REG.DURS,6.5,6.5,6.5,6.5,6.5,4.5,4,3.5,3.5,3.5
France,FRA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
France,FRA,Urban population growth (annual %),SP.URB.GROW,0.833751392,0.816102798,0.805963571,0.809060398,0.840065495,0.806567835,0.745439814,0.727623313,0.695429173,..
Germany,DEU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,9.0878,8.7462,8.4046,8.063,7.7574,7.4518,7.1462,6.8406,6.535,..
Germany,DEU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.660412636,0.647271769,0.73866495,0.702906905,0.87890625,0.873990587,0.652735777,0.666318538,0.777215669,..
Germany,DEU,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,30.8317757,..,30.8317757,..,..,..,..
Germany,DEU,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,98.3,98.3,98.3,98.5,98.5,98.5,98.7,..,..,..
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.818595562,9.279634012,9.12485921,9.199299757,9.39062342,8.889370395,..,..,..,..
Germany,DEU,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,..,..,68.7,..,..,..,..,..,..,..
Germany,DEU,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,128.4509893,164.7975628,161.9667643,156.9249454,136.8863225,139.4629057,134.1135375,133.0977134,128.0375854,..
Germany,DEU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,6817.158398,7264.322591,7281.272174,7270.152523,7217.529089,7035.482975,..,..,..,..
Germany,DEU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3790.501152,3997.079421,3869.816229,3876.948104,3939.529563,3779.461921,3817.549415,..,..,..
Germany,DEU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,37.80220138,42.25037402,44.81817307,45.98253972,45.39787845,45.64481605,46.8597443,45.89704882,47.04723953,..
Germany,DEU,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.36,1.39,1.39,1.41,1.42,1.47,1.5,1.59,1.57,..
Germany,DEU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,56668665258,86053684912,97480731020,65464274951,67407574807,19778357284,54117739829,58056857839,77983391530,..
Germany,DEU,Forest area (sq. km),AG.LND.FRST.K2,114040,114090,114110,114130,114150,114170,114190,114210,..,..
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,3.41801E+12,3.41709E+12,3.7577E+12,3.54398E+12,3.75251E+12,3.89873E+12,3.38139E+12,3.49516E+12,3.6932E+12,..
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-5.618860435,4.079933305,3.660000155,0.491992829,0.489584482,2.178066561,1.738967619,2.242235099,2.15710947,..
Germany,DEU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,43810,44790,47360,46710,47410,47820,46020,44360,43700,..
Germany,DEU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,37870,39960,43770,44590,46250,48110,49010,50910,53660,..
Germany,DEU,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,3.58845E+12,3.66245E+12,3.80161E+12,3.75663E+12,3.82339E+12,3.87224E+12,3.75956E+12,3.65276E+12,3.61314E+12,..
Germany,DEU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3.10202E+12,3.26776E+12,3.51362E+12,3.58585E+12,3.73025E+12,3.89639E+12,4.00383E+12,4.19247E+12,4.43705E+12,..
Germany,DEU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.06745574,19.62539631,21.07753263,19.30677311,19.51221411,19.63547143,19.23466476,19.66038452,20.09242251,..
Germany,DEU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,15.25874061,15.25099045,14.96353856,15.97648575,16.08006832,16.00240562,16.66114593,16.90518986,13.90258542,..
Germany,DEU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97,97,97,97,97,97,97,97,97,..
Germany,DEU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,32.86284488,37.0527042,39.92956288,39.89221466,39.43854733,38.72044076,38.85222673,38.06516338,39.48647379,..
Germany,DEU,Income share held by lowest 20%,SI.DST.FRST.20,8.3,8.4,8.5,..,8.2,..,7.8,..,..,..
Germany,DEU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,24.94764824,27.14208197,27.45667969,27.59250397,27.08669469,27.28339101,27.41637858,27.90540391,27.97460746,..
Germany,DEU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.7569942,0.757704408,1.070476908,1.540294079,1.965390517,1.758870336,1.979096466,1.364271863,1.531354491,..
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.83658537,79.98780488,80.43658537,80.53902439,80.4902439,81.0902439,80.64146341,80.9902439,80.9902439,..
Germany,DEU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,59.87082436,67.71066967,72.620369,72.12122322,69.98775491,69.28929222,70.30653523,68.37111135,70.70005621,..
Germany,DEU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.388906954,1.35365069,1.281112196,1.311261447,1.223993716,1.184973759,1.179472016,1.195846122,1.220135871,..
Germany,DEU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,129.6846864,109.2777489,112.3137649,113.9808799,123.0958333,122.1381952,117.9324532,126.3143677,133.5943941,..
Germany,DEU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.3,4.2,4.1,4,4,3.9,3.9,3.8,3.7,..
Germany,DEU,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,98.32052346,96.02941868,93.05877594,92.42337682,94.27674425,96.79167643,99.57803377,101.8315109,100.4069986,..
Germany,DEU,Net migration,SM.POP.NETM,..,..,..,1777126,..,..,..,..,1850000,..
Germany,DEU,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,12333262473,12791629121,15327620607,14643188037,16397702037,17068593918,15811522678,16447143842,16776914972,..
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,234.9396374,234.6069082,230.3046333,230.7506255,231.1557126,232.1080539,234.1536686,235.7129294,236.6780026,..
Germany,DEU,Population growth (annual %),SP.POP.GROW,-0.25338341,-0.153198447,-1.853714629,0.187727801,0.272900215,0.416877359,0.865702644,0.807218539,0.408591509,..
Germany,DEU,"Population, total",SP.POP.TOTL,81902307,81776930,80274983,80425823,80645605,80982500,81686611,82348669,82685827,..
Germany,DEU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0,0,0,..,0,..,0,..,..,..
Germany,DEU,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,..
Germany,DEU,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,102.3084412,101.9459991,101.5088501,99.28614807,99.61107635,98.81082916,100.4825592,99.24214172,..,..
Germany,DEU,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,28.54699465,27.70912304,28.08702536,28.29526586,28.26539855,28.26314661,28.09473049,28.00098109,28.26386643,..
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,103.3304672,102.9357376,102.4175873,102.1430588,101.7017288,101.4573364,102.3890533,102.9843903,..,..
Germany,DEU,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.962480009,0.963479996,0.962350011,0.963360012,0.965879977,0.965749979,0.965129972,0.960829973,..,..
Germany,DEU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,103.0300827,103.858963,103.6634369,102.2760391,101.4306564,101.0809708,101.0608521,101.9103928,..,..
Germany,DEU,Statistical Capacity score (Overall average),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Surface area (sq. km),AG.SRF.TOTL.K2,357120,357126.9922,357140,357170,357340,357380,357408.9844,357580,357580,357580
Germany,DEU,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,11.55803404,11.115788,11.44177839,11.57120794,11.55000991,11.43902348,11.34788085,11.18186565,11.35655745,..
Germany,DEU,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,..,38.72689503,38.78740347,..
Germany,DEU,Time required to start a business (days),IC.REG.DURS,17.5,14.5,14.5,14.5,14.5,14.5,10.5,8,8,8
Germany,DEU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Urban population growth (annual %),SP.URB.GROW,0.002247262,0.100481934,-1.601972315,0.200687484,0.285857247,0.429833546,0.878656939,0.838301068,0.45649315,..
Italy,ITA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,6.696,6.591,6.486,6.381,6.3248,6.2686,6.2124,6.1562,6.1,..
